StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q61,Q29,Q27,Q51,Q52,Q53,Q31,Q30,Q33,Q34,Q32,Q35,Q36,Q37,Q38,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q55,Q56,Q40,Q41,Q42,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q44,Q45,Q6,Q50,Q9,Q25,Q16,Q17,Q46,Q47,Q60,Q65,Q28,Q57,Q58,Q59,Q18,Q19,Q23,Q48,Q49
2025-11-21 07:41:48,2025-11-21 07:47:49,IP Address,100,360,True,2025-11-21 07:47:49,R_1l3pgIqYqAwy2sW,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,6,7,1,2,5,4,3,Extremely important,Very important,Very important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Definitely yes,"I have compared the benefits of having my Bachelors Degree to getting my Masters Degree and having my Masters Degree would greatly impact the positions I am eligible for. ",,,,,,,,,,,,Neutral,"I do not necessarily want to be a CPA, but I enjoy the classes for it. ",,Very attractive,Full-time,Other Business / Non-accounting,No,No,Texas,33,No,,,,,,,,
2025-11-21 08:16:30,2025-11-21 08:34:08,IP Address,100,1057,True,2025-11-21 08:34:08,R_5dJExdAQr1rC6ul,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,2,1,3,4,6,5,7,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Very important,Moderately important,Extremely important,Definitely yes,"I have spoke to many people that have CPA's from where I am from. The ones that have masters are making quite a bit more because many that only have undergrads do not have CPA's. I am wanting to attend grad school to also obtain more knowledge. ",,,,,,,,,,,,Very Positive,"I feel like this is great especially for students that may nit be able to afford to go to grad school and get more hands on learning. ",,Somewhat attractive,Full-time,Accounting,Yes,No,Texas,20,No,,,,,,,,
2025-11-21 08:43:08,2025-11-21 09:08:38,IP Address,100,1529,True,2025-11-21 09:08:39,R_3SJ1tKpP8pxJv7u,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was the only reason I chose to pursue a graduate program.,Somewhat agree,Somewhat agree,"I pursued a graduate degree, starting in January, to complete the requirements for the CPA exam. I learned in September about the alternate pathway",Neither likely nor unlikely,"The graduate program taught me more than I knew before and gave me the resources to find the answers to accounting questions that may come up later in my career. I am not currently working under a licensed CPA, so I do not know if I would have changed jobs or added a part-time job to pursue the alternate pathway. ",,,6,2,1,3,4,5,7,Extremely important,Very important,Extremely important,Extremely important,Very important,Moderately important,Extremely important,Moderately important,,,Neither agree nor disagree,"I will have more job opportunities outside of my current company with a graduate degree. I have not taken the CPA exam, so I do not know whether it has prepared me well enough for it. I do plan to take a CPA prep course, so I do not feel well enough prepared for any part of the CPA exam at this point in my schooling. I have less than 2 weeks left to finish the graduate program.","I could get a job at an accounting firm that I was not qualified for before pursuing my bachelor's degree, and now that I have some experience in accounting and a graduate degree, I will be able to check off those boxes.",3,5,1,2,4,6,Probably yes,I took out loans for grad school because the cost-benefit of having the degree would pay off in the long run.,Somewhat Negative,An extra year of work would not give me the same level of knowledge as this year of the graduate program.,I still do not know what to expect for the CPA exam. I do not know what kinds of questions will be on the exam. I do not know what exactly I need to focus on to prepare for the different sections.,Neither attractive nor unattractive,Full-time,Accounting,Yes,No,Texas,41,No,Fully or mostly online,MAcc,"I need a career, not a job. I need to make enough money to support my family.",No,Yes,21,No,Yes
2025-11-21 09:02:18,2025-11-21 09:26:40,IP Address,100,1462,True,2025-11-21 09:26:41,R_6oMWUgiATqOr1nP,anonymous,EN,Yes,Very likely,Graduate,,,,Yes,It was a significant factor among others in my decision to pursue a graduate program.,Strongly disagree,Somewhat disagree,"Specifically for Texas A&M - this program includes classes on data analytics (which I think is useful for all accountants and other business professionals) and a class on oil accounting (which I have been very curious about ever since I began work at Valvoline, a drive-thru oil change service which also manufactures their own oil products)",,,Somewhat satisfied,Broad range of unique electives that I think will give me more depth of knowledge that others who may have only worked in one industry,2,3,1,6,5,4,7,Extremely important,Very important,Moderately important,Very important,Slightly important,Very important,Extremely important,Extremely important,,,Somewhat disagree,"More book learning and exposure to many types of problems in a low-risk environment, both of which will likely increase confidence as well","Because the program seems to be preparing me well for the CPA exam, I think any CPA role will be much more achievable with this degree than without",3,2,1,5,6,4,Probably yes,"The finances are definitely stressful. CPAs seem to make good money, but not doctor money or anything. I was very reluctantly applying to a MAcc that was going to cost north of 30k, so TAMUCC's advertised $15k was very appealing to me.",Somewhat Positive,"I didn't find a BS in Accounting to go very deep on some of the more technical aspects of accounting. I'm sure working long enough would absolutely make up for that, but I think there's a place for book learning in a field like accounting.","Even without a credit requirement, I think many people will choose to do graduate coursework as a CPA prep method. Making sure as many classes as possible are directly tailored to the six possible exams could be appealing to many people. Even if no significant changes need to be made to specific courses, adding some kind of note in the course description (like a bolded ""This course will help prepare students for exam AUD"" or something like that) could help students know what courses to pick to prepare for which exams, and could help make students more confident that this program and the specific courses would be helpful for their CPA prep",Somewhat attractive,Full-time,Accounting,No,No,Utah,21,No,Fully or mostly online,MAcc,MAcc programs seem more focused and technical than other graduate options like MBAs,No,,0,Yes,No
2025-11-21 09:13:26,2025-11-21 09:33:13,IP Address,100,1186,True,2025-11-21 09:33:13,R_6kLHvup8BrHUjxW,anonymous,EN,Yes,Very likely,Graduate,,,,Yes,It was a significant factor among others in my decision to pursue a graduate program.,Strongly agree,Strongly disagree,I want to obtain enough knowledge to be ready when the time comes to change jobs. I feel that completing a graduate degree will provide that and I am already applying some of the new knowledge obtained in my current job position.,,,Extremely dissatisfied,"As I mentioned before, I am obtaining new knowledge that is helping in my career. I will be able to explore other areas of accounting, like forensic and oil and gas accounting.",3,1,4,5,6,2,7,Extremely important,Moderately important,Very important,Extremely important,Extremely important,Moderately important,Extremely important,Extremely important,,,Somewhat disagree,It will provide a competitive edge in the current crowded job market and can lead to higher starting salaries.,"Obtaining a senior role, like Controller or CFO.",1,4,2,3,5,6,Definitely yes,"I expect a graduate degree to increase my earning potential and accelerate career advancement, since many leadership roles in accounting require a master's degree. I see this as an investment in my future. In the long run, I think that the benefits will outweigh the cost. ",Neutral,I still think that a master's degree should be required to be better prepared for the CPA exam and the type of work you will perform after obtaining your license. I do understand that they are trying to make it affordable for people to obtain their CPA license though.,There should be an elective course dedicated exclusively for CPA exam preparation to make obtaining a master's degree more attractive.,Somewhat attractive,Full-time,Accounting,Yes,No,Texas,43,No,Fully or mostly online,MAcc,Better preparation for the CPA exam and more aligned with my career goals.,No,Yes,25,No,No
2025-11-21 08:16:27,2025-11-21 09:49:53,IP Address,100,5605,True,2025-11-21 09:49:53,R_5BxtGSPBKDySUxz,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was the only reason I chose to pursue a graduate program.,Somewhat disagree,Somewhat disagree,,Extremely unlikely,"I only entered the program to get the 150 hours for the CPA exam, so if I would have known I would most likely not be in the program. ",,,2,1,3,4,6,5,7,Extremely important,Very important,Moderately important,Moderately important,Slightly important,Very important,Very important,Moderately important,,,Somewhat disagree,,,,,,,,,Might or might not,,Somewhat Positive,"Working through this program I feel that I haven't learned as much as I hoped regarding accounting, so I believe that only needing the 120 with 2 years of experience is a better alternative. ",,Very attractive,Part-time,Accounting,Yes,Yes,Texas,23,No,Fully or mostly online,MAcc,,Yes,Yes,,No,No
2025-11-21 09:54:21,2025-11-21 09:56:55,IP Address,100,153,True,2025-11-21 09:56:55,R_5uqApvXN2LuCwn7,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,Increased desire,Yes,,,,,,,,,,2,1,5,4,6,3,7,Extremely important,Extremely important,Very important,Very important,Moderately important,Slightly important,Not at all important,Moderately important,Probably not,,,,,,,,,,,,,Somewhat Positive,,,Very attractive,Full-time,Other Business / Non-accounting,Yes,No,Texas,21,No,,,,,,,,
2025-11-21 10:13:32,2025-11-21 10:18:36,IP Address,100,304,True,2025-11-21 10:18:37,R_1V3YDwc9bVhRQEz,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,Decreased desire,Yes,,,,,,,,,,2,3,1,4,5,6,7,Extremely important,Extremely important,Moderately important,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Might or might not,"Since work experience can be equally valued or more valued than education depending on level of experience. ",,,,,,,,,,,,Very Positive,"Helps individuals with financial issues as well as making it more accessible. ",Ensuring a higher pass rate would benefit.,Very attractive,Full-time,Accounting,Yes,No,Texas,25,No,,,,,,,,
2025-11-21 10:13:14,2025-11-21 10:23:27,IP Address,100,613,True,2025-11-21 10:23:27,R_7IvhOAG4tV1sF8d,anonymous,EN,Yes,Somewhat likely,Undergraduate,No change in desire,Increased desire,No,,,,,,,,,,2,1,3,4,6,7,5,Moderately important,Moderately important,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,Definitely yes,"I feel like I will be able to bring in more with a masters degree so it would balance out ",,,,,,,,,,,,Neutral,"It doesn’t really change much it just makes it more appealing because that is an option ",Make classes specific to preparing people for the CPA exam,Very attractive,Full-time,Accounting,No,No,Texas,19,No,,,,,,,,
2025-11-21 10:30:47,2025-11-21 10:46:46,IP Address,100,959,True,2025-11-21 10:46:46,R_12Kejlc8nzpv3Gs,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,3,4,2,1,6,5,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Definitely yes,"My parents would pay for the school and I would pay them back over time. ",,,,,,,,,,,,Neutral,"I think less schooling benefits costs however a year of extra experience may be difficult for most peoples circumstances. ","It could be improved in the graduate program by minimizing courses that wouldn’t apply to the major taken. ",Somewhat attractive,Full-time,Accounting,No,No,Texas,19,No,,,,,,,,
2025-11-21 10:28:56,2025-11-21 10:46:56,IP Address,100,1079,True,2025-11-21 10:46:56,R_1KYOE4qyopFhTMq,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Strongly disagree,Somewhat agree,"I want to gain advanced tools to solve complex, real-world problems with confidence",Neither likely nor unlikely,"I believe the graduate degree offered unique benefits such as structured learning, access to faculty expertise, and networking opportunities that the alternative pathway could not fully replicate.",,,4,5,1,2,7,3,6,Very important,Very important,Very important,Moderately important,Moderately important,Slightly important,Very important,Slightly important,,,Neither agree nor disagree,"Provides deeper knowledge in areas such as auditing, taxation, financial reporting, and data analytics that go beyond CPA exam coverage.","'- Enhanced credibility for international roles, especially in organizations that value advanced academic qualifications alongside professional certifications.

",1,3,5,2,4,6,Might or might not,Advanced education strengthens my qualifications for leadership and specialized positions.,Neutral,"Reducing required credit hours lowers barriers for candidates who may struggle with the cost or time commitment of additional coursework, making the profession more inclusive.
The alternative pathway offers candidates a choice - either pursue the traditional graduate credit route or focus on professional experience. this flexibility accommodates diverse career and financial situations. ","Strenghthen skills in areas like AI, automation, and data visualization which complement CPA preparation and make graduates more competitive. 
Hybrid/ accelerated options: provide shorter, intensive formats or hybrid online modules to reduce opportunity costs for students balancing work and study. ",Very attractive,Full-time,Other Non-business,Yes,No,Texas,45,No,Fully or mostly online,MAcc,Coursework emphasized both technical accounting skills and emerging areas like data analytics.,No,No,20,Yes,Yes
2025-11-21 11:52:42,2025-11-21 11:59:38,IP Address,100,416,True,2025-11-21 11:59:39,R_1IZLr1zkpflPKMx,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,No change in desire,No,,,,,,,,,,3,4,2,1,5,6,7,Extremely important,Moderately important,Moderately important,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Probably yes,"I have hesitance to enroll in a graduate program immediately after completing my BBA due to the costs. I would like to pay down my student loans before taking out more loans to fund a graduate degree. I do believe that having a graduate degree would provide more opportunity for me in my career, and ultimately lead to a higher salary. ",,,,,,,,,,,,Very Positive,"I believe that work experience is a valuable and useful tool in growing within a career. Additionally, graduate degrees can be intimidating, but that intimidation is lessened by a lower course requirement.",I believe the graduate program could be improved by the alignment of course material with real-world job application. Career services should be widely available to assist individuals with identifying opportunities for the 2-year work requirement.,Very attractive,Part-time,Other Business / Non-accounting,No,No,Texas,29,No,,,,,,,,
2025-11-21 12:47:39,2025-11-21 12:48:15,IP Address,100,35,True,2025-11-21 12:48:15,R_5rxwqiNMpqjNF17,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21 12:29:30,2025-11-21 12:54:18,IP Address,100,1487,True,2025-11-21 12:54:19,R_1l0ROTQkpYl1dqD,anonymous,EN,Yes,Very likely,Graduate,,,,Yes,It was the only reason I chose to pursue a graduate program.,Somewhat disagree,Somewhat disagree,"Personal achievement, nobody in my family has graduated high school. Everyone has their GED. ",,,Neither satisfied nor dissatisfied,"One side of me doesn’t want to obtain my masters degree, the other part of me wants to continue for personal achievement. ",3,4,1,2,7,6,5,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,,,Neither agree nor disagree,"Look better for recruiters,
Career opportunities 
Education going for PHD
",Nothing,1,4,3,2,5,6,Might or might not,I started this purley to get my CPA but honestly thinking about not continuing it and moving on the CPA prep,Very Positive,"Every CPA I know has two bachelor degrees and all have said that the CPA prep was what helped them pass. ","Have the program be almost like a technical program and include the CPA prep work. I left Grand Canyon and they partnered with Gliem and it was included in tuition. The program they gave us was for  a year after we graduated and guaranteed us that we would pass or our money back. ",Very attractive,Full-time,Accounting,Yes,No,Texas,35,No,Fully or mostly online,MAcc,,No,Yes,3,Yes,No
2025-11-21 12:31:44,2025-11-21 13:02:22,IP Address,100,1838,True,2025-11-21 13:02:22,R_6JpSQ51iy9mP2GR,anonymous,EN,Yes,Somewhat likely,Undergraduate,Decreased desire,Significantly decreased desire,No,,,,,,,,,,5,4,1,2,3,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Definitely yes,"In our current economy, everything has increased tremendously, making daily expenses harder and necessitating careful consideration before pursuing a higher education degree. I also know how valuable a degree is and how it can significantly impact your salary and future promotions. I have been laid off twice, and the last one affected me greatly. Even though I had 12 years of experience in the finance industry, and every job I applied for stated that you either needed a degree or 3 years of experience, I was still turned down for not having a degree. I had no choice but to start over in entry-level employment, and it has taken me 11 years to reach the same salary I had at 23. ",,,,,,,,,,,,Very Negative,"It may seem more straightforward since you will need fewer credits, but it will make it even harder to obtain a job, since you will now need 2 years of work experience. It is already hard enough for a graduate student to find a job upon graduation, without adding the work experience requirement. ","Have programs and coursework geared to real-life work situations, and also have the professional staff needed to teach students. I have had great professors who have made returning to school worth it, and I have also had a couple of professors who have talked down on me and basically said I was dumb. I am still dealing with trauma due to him. We all learn differently. ",Very attractive,Full-time,Other Business / Non-accounting,No,No,Texas,44,No,,,,,,,,
2025-11-21 12:50:05,2025-11-21 13:18:25,IP Address,100,1700,True,2025-11-21 13:18:26,R_51a3EpkaKglLPd2,anonymous,EN,Yes,Very likely,Graduate,,,,Yes,It had no influence on my decision to pursue a graduate program.,Somewhat agree,Neither agree nor disagree,"Before enrolling in the TAMUCC graduate program I already had the credits to sit for the CPA exam however, I decided to pursue the graduate accounting degree to help me with my studies for the CPA exam, and to get myself back into the groove of things since I finished my undergraduate education over 10 years ago. Additionally, in my circumstances I don't believe that pursuing this degree would delay my career advancement compared to other in my situation since I am maintaining my full time job while I study for both the graduate degree and CPA exam prep.  ",,,Somewhat satisfied,"There are areas of accounting that I studied during undergrad that I haven’t revisited in my career, and this program has provided a helpful refresher while deepening my understanding of those topics. I’ve also appreciated learning more advanced concepts that apply to real-world scenarios. While some courses feel more theoretical than practical at times, the program overall has strengthened my confidence and broadened my skill set.",6,1,2,4,5,3,7,Very important,Moderately important,Moderately important,Very important,Moderately important,Slightly important,Extremely important,Extremely important,,,Neither agree nor disagree,"The coursework provides deeper technical understanding, refreshes areas I may not encounter regularly in practice, and strengthens critical thinking skills. It also exposes students to updated standards, emerging technologies, and broader business concepts that contribute to becoming a more well-rounded professional.","Completing this graduate program I believe will broaden my career opportunities, because it is enhancing my qualifications for roles that require more advanced technical knowledge. There are courses that are providing new skills for me to use in the workplace that I would not have gained just by studying for the CPA alone, without the graduate accounting program. ",6,4,2,1,3,5,Definitely yes,"I evaluated the tuition cost and time commitment alongside the long-term benefits of higher earning potential, stronger technical skills, and increased career opportunities. Although it required sacrifice, I ultimately viewed graduate school as a valuable investment in my future.",Somewhat Positive,"""Even though I already have the required work experience and credit hours, if this alternative pathway had existed when I finished my undergraduate degree and was working under a CPA, it might have influenced me to pursue my CPA earlier. The reduced credit-hour requirement paired with practical experience could have made the process feel more accessible at that time.","As CPA pathways expand, ensuring that the graduate curriculum clearly differentiates itself by offering deeper technical knowledge, stronger faculty interaction, and advanced analytics or technology training will help maintain the program’s relevance and appeal.",Somewhat attractive,Part-time,Accounting,Yes,No,Texas,38,No,Fully or mostly online,MAcc,"Because it is an accelerated program, and the ability to study remotely. ",No,No,14,No,No
